ID,time_segment_id,view_label,Direction,videos,Vehicle_Count,Avg_Speed_kmh,Max_Speed_kmh,Min_Speed_kmh,Speed_Range_kmh,Speed_Std_kmh,Avg_Brightness_Value,Day_Night_Label
26_Norman_Niles_#4_entry_rating,26,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-26-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.72,Night
26_Norman_Niles_#4_exit_rating,26,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-26-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.72,Night
27_Norman_Niles_#4_entry_rating,27,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-27-45.mp4,1,4.07,4.07,4.07,0.0,0.0,66.38,Night
27_Norman_Niles_#4_exit_rating,27,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-27-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.38,Night
28_Norman_Niles_#4_entry_rating,28,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-28-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.52,Night
28_Norman_Niles_#4_exit_rating,28,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-28-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.52,Night
29_Norman_Niles_#4_entry_rating,29,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-29-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.42,Night
29_Norman_Niles_#4_exit_rating,29,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-29-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.42,Night
30_Norman_Niles_#4_entry_rating,30,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-30-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.46,Night
30_Norman_Niles_#4_exit_rating,30,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-30-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.46,Night
31_Norman_Niles_#4_entry_rating,31,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-31-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.46,Night
31_Norman_Niles_#4_exit_rating,31,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-31-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.46,Night
32_Norman_Niles_#4_entry_rating,32,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-32-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.8,Night
32_Norman_Niles_#4_exit_rating,32,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-32-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.8,Night
33_Norman_Niles_#4_entry_rating,33,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-33-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.53,Night
33_Norman_Niles_#4_exit_rating,33,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-33-45.mp4,1,9.89,9.89,9.89,0.0,0.0,66.53,Night
34_Norman_Niles_#4_entry_rating,34,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-34-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.78,Night
34_Norman_Niles_#4_exit_rating,34,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-34-45.mp4,2,9.96,10.36,9.56,0.8,0.57,65.78,Night
35_Norman_Niles_#4_entry_rating,35,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-35-45.mp4,3,4.97,6.28,3.09,3.19,1.67,65.48,Night
35_Norman_Niles_#4_exit_rating,35,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-35-45.mp4,1,10.11,10.11,10.11,0.0,0.0,65.48,Night
36_Norman_Niles_#4_entry_rating,36,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-36-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.45,Night
36_Norman_Niles_#4_exit_rating,36,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-36-45.mp4,1,8.92,8.92,8.92,0.0,0.0,65.45,Night
37_Norman_Niles_#4_entry_rating,37,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-37-45.mp4,1,3.69,3.69,3.69,0.0,0.0,65.59,Night
37_Norman_Niles_#4_exit_rating,37,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-37-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.59,Night
38_Norman_Niles_#4_entry_rating,38,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-38-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.48,Night
38_Norman_Niles_#4_exit_rating,38,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-38-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.48,Night
39_Norman_Niles_#4_entry_rating,39,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-39-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.56,Night
39_Norman_Niles_#4_exit_rating,39,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-39-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.56,Night
40_Norman_Niles_#4_entry_rating,40,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-40-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.62,Night
40_Norman_Niles_#4_exit_rating,40,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-40-45.mp4,3,9.87,10.91,8.3,2.61,1.39,65.62,Night
41_Norman_Niles_#4_entry_rating,41,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-41-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.72,Night
41_Norman_Niles_#4_exit_rating,41,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-41-45.mp4,1,7.54,7.54,7.54,0.0,0.0,65.72,Night
42_Norman_Niles_#4_entry_rating,42,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-42-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.89,Night
42_Norman_Niles_#4_exit_rating,42,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-42-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.89,Night
43_Norman_Niles_#4_entry_rating,43,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-43-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.74,Night
43_Norman_Niles_#4_exit_rating,43,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-43-45.mp4,1,11.86,11.86,11.86,0.0,0.0,65.74,Night
44_Norman_Niles_#4_entry_rating,44,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-44-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.23,Night
44_Norman_Niles_#4_exit_rating,44,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-44-45.mp4,1,9.41,9.41,9.41,0.0,0.0,66.23,Night
45_Norman_Niles_#4_entry_rating,45,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-45-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.13,Night
45_Norman_Niles_#4_exit_rating,45,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-45-45.mp4,2,10.68,12.84,8.52,4.33,3.06,66.13,Night
46_Norman_Niles_#4_entry_rating,46,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-46-45.mp4,1,2.15,2.15,2.15,0.0,0.0,66.72,Night
46_Norman_Niles_#4_exit_rating,46,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-46-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.72,Night
47_Norman_Niles_#4_entry_rating,47,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-47-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.1,Night
47_Norman_Niles_#4_exit_rating,47,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-47-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.1,Night
48_Norman_Niles_#4_entry_rating,48,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-48-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.71,Night
48_Norman_Niles_#4_exit_rating,48,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-48-45.mp4,1,9.87,9.87,9.87,0.0,0.0,66.71,Night
49_Norman_Niles_#4_entry_rating,49,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-49-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.23,Night
49_Norman_Niles_#4_exit_rating,49,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-49-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.23,Night
50_Norman_Niles_#4_entry_rating,50,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-50-45.mp4,1,3.54,3.54,3.54,0.0,0.0,66.92,Night
50_Norman_Niles_#4_exit_rating,50,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-50-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.92,Night
51_Norman_Niles_#4_entry_rating,51,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-51-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.94,Night
51_Norman_Niles_#4_exit_rating,51,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-51-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.94,Night
52_Norman_Niles_#4_entry_rating,52,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-52-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.88,Night
52_Norman_Niles_#4_exit_rating,52,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-52-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.88,Night
53_Norman_Niles_#4_entry_rating,53,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-53-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.92,Night
53_Norman_Niles_#4_exit_rating,53,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-53-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.92,Night
54_Norman_Niles_#4_entry_rating,54,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-54-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.97,Night
54_Norman_Niles_#4_exit_rating,54,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-54-45.mp4,1,12.73,12.73,12.73,0.0,0.0,65.97,Night
55_Norman_Niles_#4_entry_rating,55,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-55-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.34,Night
55_Norman_Niles_#4_exit_rating,55,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-55-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.34,Night
56_Norman_Niles_#4_entry_rating,56,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-56-45.mp4,1,4.7,4.7,4.7,0.0,0.0,65.67,Night
56_Norman_Niles_#4_exit_rating,56,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-56-45.mp4,2,9.81,12.78,6.85,5.94,4.2,65.67,Night
57_Norman_Niles_#4_entry_rating,57,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-57-45.mp4,1,4.65,4.65,4.65,0.0,0.0,65.78,Night
57_Norman_Niles_#4_exit_rating,57,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-57-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.78,Night
58_Norman_Niles_#4_entry_rating,58,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-58-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.79,Night
58_Norman_Niles_#4_exit_rating,58,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-58-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.79,Night
59_Norman_Niles_#4_entry_rating,59,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-06-59-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
59_Norman_Niles_#4_exit_rating,59,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-06-59-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
60_Norman_Niles_#4_entry_rating,60,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-00-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.8,Night
60_Norman_Niles_#4_exit_rating,60,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-00-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.8,Night
61_Norman_Niles_#4_entry_rating,61,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-01-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.83,Night
61_Norman_Niles_#4_exit_rating,61,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-01-45.mp4,3,10.42,11.37,9.16,2.22,1.14,65.83,Night
62_Norman_Niles_#4_entry_rating,62,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-02-45.mp4,1,2.84,2.84,2.84,0.0,0.0,66.21,Night
62_Norman_Niles_#4_exit_rating,62,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-02-45.mp4,1,7.6,7.6,7.6,0.0,0.0,66.21,Night
63_Norman_Niles_#4_entry_rating,63,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-03-45.mp4,0,0.0,0.0,0.0,0.0,0.0,67.35,Night
63_Norman_Niles_#4_exit_rating,63,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-03-45.mp4,2,6.49,8.21,4.77,3.44,2.43,67.35,Night
64_Norman_Niles_#4_entry_rating,64,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-04-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.09,Night
64_Norman_Niles_#4_exit_rating,64,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-04-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.09,Night
65_Norman_Niles_#4_entry_rating,65,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-05-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.18,Night
65_Norman_Niles_#4_exit_rating,65,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-05-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.18,Night
66_Norman_Niles_#4_entry_rating,66,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-06-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.64,Night
66_Norman_Niles_#4_exit_rating,66,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-06-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.64,Night
67_Norman_Niles_#4_entry_rating,67,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-07-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.86,Night
67_Norman_Niles_#4_exit_rating,67,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-07-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.86,Night
68_Norman_Niles_#4_entry_rating,68,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-08-45.mp4,1,2.93,2.93,2.93,0.0,0.0,65.93,Night
68_Norman_Niles_#4_exit_rating,68,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-08-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.93,Night
69_Norman_Niles_#4_entry_rating,69,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-09-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.32,Night
69_Norman_Niles_#4_exit_rating,69,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-09-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.32,Night
70_Norman_Niles_#4_entry_rating,70,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-10-45.mp4,1,3.19,3.19,3.19,0.0,0.0,67.79,Night
70_Norman_Niles_#4_exit_rating,70,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-10-45.mp4,1,13.09,13.09,13.09,0.0,0.0,67.79,Night
71_Norman_Niles_#4_entry_rating,71,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-11-45.mp4,1,2.3,2.3,2.3,0.0,0.0,65.19,Night
71_Norman_Niles_#4_exit_rating,71,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-11-45.mp4,1,9.53,9.53,9.53,0.0,0.0,65.19,Night
72_Norman_Niles_#4_entry_rating,72,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-12-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.27,Night
72_Norman_Niles_#4_exit_rating,72,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-12-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.27,Night
73_Norman_Niles_#4_entry_rating,73,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-13-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.02,Night
73_Norman_Niles_#4_exit_rating,73,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-13-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.02,Night
74_Norman_Niles_#4_entry_rating,74,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-14-45.mp4,2,3.85,4.19,3.51,0.68,0.48,66.58,Night
74_Norman_Niles_#4_exit_rating,74,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-14-45.mp4,1,11.71,11.71,11.71,0.0,0.0,66.58,Night
75_Norman_Niles_#4_entry_rating,75,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-15-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.22,Night
75_Norman_Niles_#4_exit_rating,75,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-15-45.mp4,1,8.17,8.17,8.17,0.0,0.0,66.22,Night
76_Norman_Niles_#4_entry_rating,76,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-16-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.88,Night
76_Norman_Niles_#4_exit_rating,76,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-16-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.88,Night
77_Norman_Niles_#4_entry_rating,77,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-17-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.9,Night
77_Norman_Niles_#4_exit_rating,77,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-17-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.9,Night
78_Norman_Niles_#4_entry_rating,78,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-18-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
78_Norman_Niles_#4_exit_rating,78,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-18-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
79_Norman_Niles_#4_entry_rating,79,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-19-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.91,Night
79_Norman_Niles_#4_exit_rating,79,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-19-45.mp4,2,11.57,13.17,9.96,3.21,2.27,65.91,Night
80_Norman_Niles_#4_entry_rating,80,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-20-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.77,Night
80_Norman_Niles_#4_exit_rating,80,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-20-45.mp4,1,11.18,11.18,11.18,0.0,0.0,65.77,Night
81_Norman_Niles_#4_entry_rating,81,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-21-45.mp4,0,0.0,0.0,0.0,0.0,0.0,67.03,Night
81_Norman_Niles_#4_exit_rating,81,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-21-45.mp4,0,0.0,0.0,0.0,0.0,0.0,67.03,Night
82_Norman_Niles_#4_entry_rating,82,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-22-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.98,Night
82_Norman_Niles_#4_exit_rating,82,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-22-45.mp4,1,8.29,8.29,8.29,0.0,0.0,65.98,Night
83_Norman_Niles_#4_entry_rating,83,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-23-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
83_Norman_Niles_#4_exit_rating,83,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-23-45.mp4,1,12.75,12.75,12.75,0.0,0.0,65.82,Night
84_Norman_Niles_#4_entry_rating,84,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-24-45.mp4,1,4.32,4.32,4.32,0.0,0.0,66.11,Night
84_Norman_Niles_#4_exit_rating,84,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-24-45.mp4,1,11.23,11.23,11.23,0.0,0.0,66.11,Night
85_Norman_Niles_#4_entry_rating,85,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-25-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
85_Norman_Niles_#4_exit_rating,85,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-25-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
86_Norman_Niles_#4_entry_rating,86,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-26-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.81,Night
86_Norman_Niles_#4_exit_rating,86,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-26-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.81,Night
87_Norman_Niles_#4_entry_rating,87,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-27-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.45,Night
87_Norman_Niles_#4_exit_rating,87,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-27-45.mp4,2,9.61,10.25,8.97,1.28,0.91,66.45,Night
88_Norman_Niles_#4_entry_rating,88,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-28-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
88_Norman_Niles_#4_exit_rating,88,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-28-45.mp4,1,9.65,9.65,9.65,0.0,0.0,65.82,Night
89_Norman_Niles_#4_entry_rating,89,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-29-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.8,Night
89_Norman_Niles_#4_exit_rating,89,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-29-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.8,Night
90_Norman_Niles_#4_entry_rating,90,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-30-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.79,Night
90_Norman_Niles_#4_exit_rating,90,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-30-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.79,Night
91_Norman_Niles_#4_entry_rating,91,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-31-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.14,Night
91_Norman_Niles_#4_exit_rating,91,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-31-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.14,Night
92_Norman_Niles_#4_entry_rating,92,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-32-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.85,Night
92_Norman_Niles_#4_exit_rating,92,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-32-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.85,Night
93_Norman_Niles_#4_entry_rating,93,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-33-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.92,Night
93_Norman_Niles_#4_exit_rating,93,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-33-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.92,Night
94_Norman_Niles_#4_entry_rating,94,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-34-45.mp4,2,2.52,3.88,1.17,2.71,1.91,65.86,Night
94_Norman_Niles_#4_exit_rating,94,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-34-45.mp4,1,9.39,9.39,9.39,0.0,0.0,65.86,Night
95_Norman_Niles_#4_entry_rating,95,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-35-45.mp4,2,2.11,2.46,1.75,0.71,0.51,66.49,Night
95_Norman_Niles_#4_exit_rating,95,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-35-45.mp4,1,9.21,9.21,9.21,0.0,0.0,66.49,Night
96_Norman_Niles_#4_entry_rating,96,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-36-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.57,Night
96_Norman_Niles_#4_exit_rating,96,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-36-45.mp4,1,10.11,10.11,10.11,0.0,0.0,66.57,Night
97_Norman_Niles_#4_entry_rating,97,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-37-45.mp4,2,3.74,3.79,3.68,0.1,0.07,65.94,Night
97_Norman_Niles_#4_exit_rating,97,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-37-45.mp4,1,8.68,8.68,8.68,0.0,0.0,65.94,Night
98_Norman_Niles_#4_entry_rating,98,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-38-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.13,Night
98_Norman_Niles_#4_exit_rating,98,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-38-45.mp4,0,0.0,0.0,0.0,0.0,0.0,66.13,Night
99_Norman_Niles_#4_entry_rating,99,Norman Niles #4,ENTRY,normanniles4/normanniles4_2025-10-20-07-39-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
99_Norman_Niles_#4_exit_rating,99,Norman Niles #4,EXIT,normanniles4/normanniles4_2025-10-20-07-39-45.mp4,0,0.0,0.0,0.0,0.0,0.0,65.82,Night
